E1;E2;E3;C1;C2;C3
15.25856603;14.93018292;15.6092076;15.79273947;15.38485119;16.59449956
16.46633142;16.91521416;16.88743483;17.05585435;17.22020826;17.49096836
17.47155615;17.59877221;17.47399106;17.7478455;17.82580972;17.90173899
19.54275039;19.53912472;19.47986314;19.73122455;20.03145083;19.95947421
16.96958888;17.01465256;16.99446393;17.17143094;17.17399913;17.32454975
17.28466146;17.29231264;17.17904407;17.30210338;17.18465262;17.20243953
18.50068241;18.74407172;18.48360718;18.94523235;18.95674198;19.02922521
17.85610329;18.03571196;18.00504334;18.58302399;18.46402717;18.83417165
15.87156839;15.77930897;15.89168879;16.20718595;16.10705357;16.17238844
17.19796534;17.28068016;17.21158415;17.20310899;17.09772354;17.3081968
10.68999797;12.73597904;13.08978149;13.18688801;12.86321835;13.17211493
20.69623149;20.5462313;20.76938428;20.7590348;21.0956771;20.94537453
15.29472843;15.21773056;15.37432633;15.21082352;15.41626974;15.54936354
18.12996717;18.01386241;17.90924268;17.9773526;18.02120231;18.27892581
17.07137856;17.25267467;17.3069695;17.029449;17.2313337;17.28693672
19.15520365;19.28021572;19.29008636;19.69533366;19.79652131;19.82221293
17.85343749;18.04072851;18.05014093;18.27166363;18.21402498;18.40321595
16.20403615;16.39757437;16.35178469;16.30292446;16.29127864;16.41040166
19.83677927;19.85282969;19.84554518;20.1049263;20.15304974;20.17087373
15.52946106;15.50708228;15.51803838;15.32210419;15.38056253;15.26912668
14.44966454;14.36420307;14.55686525;14.28033581;14.28084325;14.55889898
22.86607715;23.11351104;23.02819645;23.61160031;23.57709386;23.84569697
17.56121335;17.79245988;17.80193566;18.50096244;18.23953327;18.71269827
16.95667109;17.00901941;16.92135283;17.26450674;17.46099175;17.42328829
17.00031916;17.12018724;17.08838454;17.43510863;17.4340499;17.49406647
17.22505677;17.31108307;17.24643444;17.23076164;17.28895617;17.27975566
15.30712964;15.13189714;15.26594463;15.6053927;15.54481354;15.65516732
17.04287771;17.24113594;17.12935346;17.61839984;17.44368014;17.70608451
14.73433916;14.95410541;14.88788697;15.2940104;15.52824043;15.57148602
12.85623098;12.46377979;12.91793144;12.98992663;12.71831881;12.74336181
18.57128603;18.74342755;18.60935551;19.01478602;19.01064283;19.12599103
13.59828517;13.95746485;13.7104836;13.20686174;13.73439209;13.61263816
15.17854815;15.3953333;15.37048308;15.35424938;15.49056888;15.53512347
19.21247976;19.42570355;19.30660911;19.97002582;19.9586943;20.08547765
17.63585271;17.77191497;17.80399233;18.02485289;18.04130087;18.08717793
16.23206486;16.38110353;16.4082468;16.6853237;16.69151181;16.84503669
16.36233769;16.50054627;16.7455299;16.81246564;16.85502661;17.22497202
20.29410803;20.37610525;20.45687676;21.23318489;21.39659485;21.32780973
13.47192919;13.81928099;14.04140248;14.65648073;14.62741989;15.13647051
16.98713075;16.96436343;17.28782058;17.32556898;17.33188789;17.50709777
16.23217731;16.24054912;16.2213039;16.4524504;16.37289906;16.42173613
13.80251637;14.15252253;14.14154838;14.49266689;14.31316648;14.78994113
16.72718925;15.82010415;16.71193579;16.16148621;15.6384642;16.67503356
16.07669036;15.90637391;16.31336136;15.9324916;15.96011509;16.37583701
19.41366718;19.54043457;19.45718246;19.85651216;20.03648756;20.10353498
19.24883327;19.59452143;19.57505538;19.56249026;19.92146615;19.62932282
15.34841696;15.03303578;15.45442782;15.89919168;15.56391124;15.76375701
14.71537218;14.8215747;14.88006177;15.39402719;15.22746553;15.41213978
17.68956125;17.6246741;17.57158971;18.01709656;17.99624728;18.02648022
15.64450413;15.89128532;15.9813889;16.01262454;16.02673955;16.25930192
15.79568457;16.12155375;16.25233281;16.28057143;16.25175977;16.6059569
16.98254801;17.06789647;17.22263455;17.31192566;17.6755505;17.62093573
17.19789817;17.67651497;17.69514671;17.91722638;18.21027181;18.25524992
17.7497647;17.99833149;18.02501516;18.12327776;18.25603818;18.37456831
15.68236371;15.57704521;15.79240904;15.89697092;15.79864899;16.21829834
17.10491607;17.04883805;17.16984673;17.67283966;17.21756964;17.56090747
16.28214728;16.39745738;16.49646372;16.60698347;16.60607261;16.76251181
12.21492619;12.76963126;12.48683502;12.46582146;12.02444712;12.10000522
16.3132905;16.67495083;16.62686402;16.71335966;16.7063746;17.01527348
13.46071185;13.73375682;14.30385208;14.52912549;14.50996052;14.65396464
17.66143714;17.68116977;17.87971486;18.89957525;18.6644577;18.94921402
17.52760682;17.71641759;17.85245026;18.68196927;18.54961548;18.90120278
15.51831506;15.38346805;15.90491681;16.69920642;16.38177951;17.00946781
18.58909517;18.8411589;18.99112598;19.01398232;18.93387792;19.32175638
16.42925961;16.60495855;16.87505337;16.56843119;16.4398958;16.94620952
15.61996201;15.59382877;15.70338993;16.18439111;16.14493701;16.29929747
16.34928123;16.33666346;16.30842792;16.52735482;16.53729425;16.8769845
16.12886029;16.2913326;16.30044194;16.4591274;16.26839579;16.64503917
17.51256302;17.62640776;17.6092076;17.85527608;17.89280367;18.09852562
19.46878908;19.71580451;19.77992931;19.85321512;19.89939085;20.0642599
14.95032807;15.1049263;15.14210706;15.50261429;15.28069829;15.50671048
14.93096828;14.66650142;14.42940674;15.09502608;15.0378472;15.11471839
15.994044;15.38154295;16.32876257;17.14908221;16.69722552;17.06878877
16.12763167;16.3657073;16.31644064;16.60381467;16.61768268;16.61944625
17.3467561;17.46057588;17.35772381;17.87135782;17.85439361;17.89776866
15.18955434;15.46518374;15.52049591;15.65611757;15.71582796;15.83110928
14.85179783;14.73391567;14.96974625;14.95914164;14.96569411;15.25151939
18.56431326;18.68485475;18.93622672;19.17487693;19.09494879;19.33703384
13.84627391;13.99920729;14.04669772;14.09358262;13.35356038;14.02660989
19.08442952;19.27354749;19.36992743;19.31767758;19.43264384;19.50861303
14.16969017;14.11910324;14.52380696;14.68595328;14.40560686;14.86408939
18.93057565;19.06054026;19.12778278;19.22287979;19.27065121;19.45366651
18.71186523;18.86901843;18.99068292;18.77518908;18.80099151;19.12865895
16.69707616;17.00747629;16.9483216;16.87622915;17.01253725;17.1590435
15.56531037;15.57021149;15.80289496;16.42482239;15.8357297;16.42226191
18.72898669;18.79334612;18.56621388;19.70809877;19.55793107;19.55577804
16.19233135;16.28816315;16.17115725;16.83083702;16.61266696;16.72164661
12.79421277;12.99947157;13.18735207;13.65318097;13.16976845;13.59758704
15.31022224;15.35014498;15.72139295;15.62827465;15.59003143;15.83118352
16.5202657;16.36662957;16.7324722;16.68455688;16.31134034;16.66851108
16.91189518;17.10061101;17.22232323;17.42949665;17.26838666;17.5533668
15.79075575;16.05193113;15.82252104;16.00579996;16.21095666;16.287514
15.65239686;15.57857908;15.88197427;15.70978388;15.6807441;15.68573433
16.60938077;16.78494151;16.85607289;16.78441759;16.89531493;17.01419487
16.93082972;17.27873983;16.89234122;17.2345368;17.25009482;17.63907922
19.84601675;20.09847936;20.07587995;20.53497534;20.57373593;20.7607435
18.04430339;17.98882335;18.09099625;18.2775099;18.13326766;18.41166407
19.78877567;19.92151264;19.61811481;19.85157063;19.22853219;19.57497041
18.84650654;18.88540444;18.84216923;19.13502785;19.18831839;19.36746381
18.16260277;18.27777322;18.31920903;18.40094196;18.24887264;18.54043079
14.95900575;15.07915141;15.20522052;15.47329353;15.29408222;15.53369474
16.79056486;16.77701125;16.74614688;16.99296046;17.06037929;17.08834312
19.01504202;19.2453113;19.24763783;19.35698061;19.27758027;19.52435806
19.27764837;19.6168593;19.4879146;19.70625317;19.74277488;19.89409538
19.34090845;19.81051829;20.12854316;20.0089989;20.32649532;20.41186679
19.06131317;19.43058731;19.55369678;19.63032223;19.75121387;20.11520879
14.93350625;15.52236697;15.58187728;16.48164179;16.7550049;16.66454451
14.39231742;14.52362321;14.49235395;15.22859325;14.73264443;15.10509005
15.29515907;15.33807476;15.41445402;15.50816617;15.23732201;15.59426628
15.2179577;15.15232446;14.92981318;15.80813463;15.47395937;15.90442294
17.05040136;17.44728506;17.15491697;17.60973425;17.51071009;17.91569852
16.78921522;16.89192607;17.18910064;16.9237337;17.03526091;17.32028052
19.6929713;20.00429592;20.07998341;19.83388145;20.05881884;20.36880909
20.98601699;20.93954048;21.02384503;21.8881981;21.68778274;21.76092375
20.42977347;20.5840468;20.4602719;20.76569887;20.78390706;20.79791004
17.34432192;17.4057398;17.65280997;17.80636081;17.75280529;17.92362345
19.58773357;19.70295049;19.77531127;19.89074966;19.8568571;20.019474
20.38618879;20.48649724;20.54194264;20.88306535;20.86159735;21.00845598
14.13514813;14.53818893;14.63532135;15.04165915;15.11370148;15.37092575
15.57586419;15.59417879;15.76001818;15.65784875;15.85277332;16.01205706
16.58645866;16.87462121;17.08027625;17.15126434;17.28815414;17.66475976
13.95465072;14.16490693;14.59350784;15.11239878;15.02375435;15.44430315
17.39996212;17.65682286;17.70190205;18.25375979;18.20066397;18.32433879
22.40541625;22.50206137;22.3479503;22.54500097;22.54656104;22.72570658
14.43593065;14.49928534;14.69560893;14.57264102;14.55602699;14.64441963
16.91095887;17.11133947;17.31650252;17.6089839;17.47902235;17.74605501
15.16262735;15.26433263;15.23859133;15.88459983;15.83360664;15.9431787
21.32919358;21.54293172;21.49653833;21.72973815;21.60897713;22.04141886
15.59484942;16.14537495;16.22149272;16.57071551;16.5939017;16.84974716
14.11845447;14.28785664;14.08131699;14.74598938;14.78233279;14.72946143
17.95342349;17.87242239;17.88452232;18.71261432;18.53627378;18.45432339
16.52828622;16.637573;16.6729087;16.84323408;16.7503537;16.66276572
15.75973217;15.71478213;15.67134756;15.9740112;16.07125285;15.82406374
15.42989706;15.51397427;15.62813222;15.70311952;15.75572215;15.76476795
13.6720938;14.1261398;14.32993645;14.52012755;14.40081274;14.32853469
13.01210072;13.25296104;13.70303839;13.48520038;13.41442098;13.58578411
16.05464671;16.19698626;16.2286684;16.66085942;16.40322844;16.68915171
12.01959073;11.67595703;12.41018632;13.65060302;13.25369978;13.4911015
15.2948361;15.23099612;15.42406785;15.27281201;15.60214789;15.50819712
19.68405857;20.0257222;20.13456419;20.11983528;20.25057022;20.5745732
15.83930222;16.22232323;16.24928015;16.32505946;16.35643478;16.58127415
15.15402694;15.10966744;15.35940641;15.94542097;15.67782973;16.18322829
13.66311331;13.69032542;13.76040809;13.71617641;13.91559933;13.87987038
16.70038553;16.94202189;16.92256118;17.08648873;16.98017306;17.17313056
14.63809647;14.95909634;14.81958038;15.14230653;14.78243519;15.27113471
16.17488668;16.28489638;16.30622193;16.54041565;16.56067615;16.68863279
17.31804846;17.40712666;17.31014234;17.97835854;17.65503452;17.7149632
15.66553023;15.9975985;15.99962572;16.25891562;16.24544129;16.45182284
12.64970527;12.89860139;13.1707075;13.40992124;13.14130889;13.46160734
15.34419186;15.70444405;15.61766834;15.98156728;15.68378965;16.13466696
15.71352077;16.04131692;16.06802248;15.6534609;15.82553026;16.15898436
19.67177082;19.89363482;19.79611885;20.36295298;20.38434005;20.58068825
14.84842733;14.97701154;15.17913157;15.5403097;15.30399474;15.70287611
15.00851616;15.40750014;15.46096776;15.33891044;15.32062429;15.4311058
13.84235034;14.04465026;14.16152558;14.41012006;14.48928351;14.35321576
15.84239945;16.10363614;16.03198113;16.3524573;16.26319583;16.64575693
15.43654889;16.23737804;15.54027942;16.75149176;16.66946642;16.65922942
18.34589897;18.65831959;18.73279677;18.54855102;18.49210746;18.82447091
19.54856419;19.74158384;19.7344781;20.02264008;19.85749205;20.02648157
19.11487086;19.12954967;19.00602468;19.28693672;19.29786112;19.3097006
19.73252519;19.96130555;19.96481888;20.01039698;20.12557491;20.30439923
16.25663256;16.43084454;16.07409964;16.44375297;16.29777606;16.4052412
19.21711283;19.18060608;19.16300098;19.6396569;19.5366646;19.57628689
14.74903138;14.6713752;14.49591747;14.82441186;14.49597991;14.69501074
18.46492858;18.66765905;18.78043724;18.77111866;18.91069543;19.28705174
12.05120894;12.56391124;12.61769703;12.39526635;12.39633719;12.23421868
18.90108785;19.08281174;18.89483256;18.82830387;18.82060281;19.19147856
18.53338677;18.64623172;18.60579056;18.99958994;18.85212408;19.06530831
14.62764787;14.94155202;14.58830472;14.63928418;14.5866639;14.96943149
15.40630467;15.50183718;15.52288799;15.62288118;15.64734599;15.76893381
19.27428032;19.39986619;19.6140304;19.77133149;19.69607269;20.02306531
17.18977631;17.29591239;17.34505;17.5856301;17.43951438;17.75653678
18.41135375;18.54775686;18.82468533;18.7423522;19.01596217;19.14792285
17.85461275;18.35479174;18.31492395;18.73114001;18.53235593;19.1132131
20.73114913;20.85667856;20.70854002;21.14155836;20.92494295;21.02995309
18.03652244;18.39474737;18.36479298;18.52210257;18.37830332;18.89096187
20.3528215;20.44064616;20.5548174;21.02121451;20.98295181;21.08786421
18.85471318;18.94996346;19.09645265;19.24551557;19.07420158;19.28848086
16.92546172;17.19577589;17.25167657;17.32750002;17.48670149;17.68954078
15.67154107;15.32751756;16.1382518;15.53970408;14.97982708;16.21807126
14.11861669;14.21984916;14.1956029;14.83885922;14.96650545;15.22302125
17.13709121;17.30833014;17.57154528;17.72244068;17.69837233;17.94420303
17.27706033;17.5256508;17.47386426;17.88024716;17.55313427;17.97770476
20.25322541;20.2974436;20.23616605;20.48264648;20.50479959;20.5011316
20.60672057;20.32581928;20.72252072;20.69984099;20.41159477;20.90086091
17.64037911;17.83526092;17.65948031;17.7998065;17.48216195;17.67844196
17.30370941;17.63227816;17.37828639;17.73726715;17.53491837;17.97159407
16.94492935;17.10234483;17.09381986;17.10382052;16.78920248;17.0321749
17.8820758;18.03605553;18.17634849;18.19640522;18.21361213;18.3664759
15.73108033;16.22351155;16.13673083;16.59877948;16.57639577;16.97408964
18.9354845;19.08007322;18.99215003;19.22174051;19.17130632;19.27784131
18.3403239;18.58220815;18.58627173;18.63905802;18.531073;18.74022875
18.68018437;18.78663337;19.06216475;19.03643121;19.06123142;19.24989814
14.29332795;14.56813426;14.38842097;14.45333495;14.67683861;14.65854623
15.73996515;15.91825764;15.85630394;16.18380982;16.01183873;16.43263976
18.72720587;19.05261316;18.97840324;19.31514735;19.28256134;19.56561718
20.21219;20.25983519;20.18577679;20.53382969;20.45198579;20.58330777
13.03754695;13.27859465;13.27117119;13.28569119;13.48796561;13.33817925
13.83644491;13.62411004;14.0920138;14.14250598;13.96965633;14.32375848
18.60432518;18.73670581;18.64728274;18.8693378;18.91101155;18.99841414
14.55680539;14.77848786;14.72227389;14.96366377;14.95524123;14.96655051
16.60643413;16.82457346;16.48540481;17.2710891;16.87684065;17.1631386
20.09496296;20.16408566;20.06448359;20.50800364;20.51687631;20.63213435
21.86925683;22.12851013;21.91147245;22.15034664;22.24848296;22.22804595
16.56455144;15.88729202;16.57589373;16.63018179;16.08482914;17.09223065
18.38436218;18.57125639;18.50936523;18.68275461;18.68416304;18.80811577
17.9641547;18.0359267;18.03990433;18.31304687;18.2684095;18.42606815
15.68609011;15.62724887;15.55302925;16.05494342;15.83051521;16.05439234
17.07381731;17.13377438;17.04924234;17.13575938;17.47230213;17.74789794
17.31516726;17.19594886;17.27869446;17.64702973;17.71401068;17.51405906
17.73766326;18.01846644;17.78146858;17.96923473;17.98419591;18.00355634
17.41290058;17.41606353;17.19539143;17.4054739;17.41919486;17.32110014
15.29077485;15.47231006;15.57035975;15.76378294;15.68852352;15.70006035
