FP_raw,TP_raw,FP_adj,TP_adj,labels,setting
542.0,999.0,104.0,996.0,cyberT,1.2
464.0,999.0,48.0,991.0,modT,1.2
441.0,881.0,0.0,1.0,t test (1-sample),1.2
446.0,978.0,35.0,725.0,t-test,1.2
472.0,998.0,55.0,983.0,modT (2-sample),1.2
550.0,999.0,99.0,992.0,cyberT,1.2
479.0,998.0,65.0,987.0,modT,1.2
470.0,885.0,0.0,0.0,t test (1-sample),1.2
447.0,976.0,29.0,721.0,t-test,1.2
466.0,996.0,56.0,984.0,modT (2-sample),1.2
498.0,999.0,85.0,996.0,cyberT,1.2
448.0,998.0,43.0,989.0,modT,1.2
451.0,890.0,0.0,0.0,t test (1-sample),1.2
421.0,985.0,35.0,719.0,t-test,1.2
427.0,998.0,40.0,989.0,modT (2-sample),1.2
513.0,1000.0,94.0,996.0,cyberT,1.2
451.0,1000.0,45.0,988.0,modT,1.2
460.0,888.0,0.0,0.0,t test (1-sample),1.2
449.0,972.0,38.0,714.0,t-test,1.2
449.0,998.0,41.0,978.0,modT (2-sample),1.2
504.0,999.0,80.0,995.0,cyberT,1.2
439.0,997.0,43.0,983.0,modT,1.2
438.0,873.0,0.0,0.0,t test (1-sample),1.2
425.0,972.0,33.0,739.0,t-test,1.2
439.0,995.0,41.0,976.0,modT (2-sample),1.2
516.0,1000.0,77.0,999.0,cyberT,1.2
434.0,1000.0,45.0,995.0,modT,1.2
404.0,902.0,0.0,0.0,t test (1-sample),1.2
416.0,987.0,37.0,754.0,t-test,1.2
430.0,999.0,39.0,993.0,modT (2-sample),1.2
494.0,1000.0,90.0,994.0,cyberT,1.2
400.0,998.0,46.0,987.0,modT,1.2
423.0,902.0,0.0,0.0,t test (1-sample),1.2
425.0,981.0,24.0,731.0,t-test,1.2
429.0,997.0,50.0,985.0,modT (2-sample),1.2
495.0,998.0,106.0,995.0,cyberT,1.2
425.0,997.0,51.0,986.0,modT,1.2
453.0,890.0,0.0,0.0,t test (1-sample),1.2
450.0,979.0,35.0,741.0,t-test,1.2
433.0,997.0,57.0,988.0,modT (2-sample),1.2
540.0,1000.0,105.0,997.0,cyberT,1.2
464.0,998.0,47.0,987.0,modT,1.2
465.0,893.0,0.0,0.0,t test (1-sample),1.2
474.0,981.0,34.0,736.0,t-test,1.2
470.0,997.0,48.0,986.0,modT (2-sample),1.2
562.0,999.0,97.0,994.0,cyberT,1.2
475.0,1000.0,46.0,988.0,modT,1.2
412.0,897.0,0.0,1.0,t test (1-sample),1.2
467.0,979.0,40.0,759.0,t-test,1.2
486.0,997.0,45.0,983.0,modT (2-sample),1.2
522.0,1000.0,88.0,998.0,cyberT,1.2
465.0,999.0,41.0,990.0,modT,1.2
464.0,895.0,0.0,1.0,t test (1-sample),1.2
470.0,982.0,37.0,752.0,t-test,1.2
473.0,999.0,39.0,988.0,modT (2-sample),1.2
505.0,1000.0,92.0,996.0,cyberT,1.2
464.0,998.0,60.0,989.0,modT,1.2
438.0,884.0,0.0,3.0,t test (1-sample),1.2
431.0,979.0,24.0,719.0,t-test,1.2
437.0,997.0,54.0,986.0,modT (2-sample),1.2
534.0,998.0,81.0,996.0,cyberT,1.2
461.0,999.0,48.0,989.0,modT,1.2
457.0,877.0,0.0,0.0,t test (1-sample),1.2
497.0,976.0,38.0,721.0,t-test,1.2
450.0,998.0,43.0,982.0,modT (2-sample),1.2
530.0,1000.0,102.0,998.0,cyberT,1.2
444.0,998.0,42.0,986.0,modT,1.2
435.0,903.0,0.0,1.0,t test (1-sample),1.2
440.0,980.0,35.0,785.0,t-test,1.2
451.0,998.0,34.0,982.0,modT (2-sample),1.2
483.0,999.0,80.0,997.0,cyberT,1.4
421.0,999.0,44.0,989.0,modT,1.4
482.0,932.0,0.0,0.0,t test (1-sample),1.4
428.0,984.0,37.0,836.0,t-test,1.4
408.0,998.0,35.0,989.0,modT (2-sample),1.4
536.0,1000.0,85.0,999.0,cyberT,1.4
460.0,999.0,43.0,997.0,modT,1.4
457.0,940.0,0.0,0.0,t test (1-sample),1.4
449.0,996.0,26.0,852.0,t-test,1.4
452.0,999.0,47.0,996.0,modT (2-sample),1.4
565.0,1000.0,103.0,999.0,cyberT,1.4
491.0,1000.0,52.0,995.0,modT,1.4
481.0,934.0,0.0,1.0,t test (1-sample),1.4
483.0,993.0,48.0,845.0,t-test,1.4
494.0,1000.0,52.0,994.0,modT (2-sample),1.4
517.0,999.0,97.0,997.0,cyberT,1.4
457.0,999.0,50.0,990.0,modT,1.4
467.0,938.0,0.0,3.0,t test (1-sample),1.4
473.0,987.0,47.0,838.0,t-test,1.4
456.0,998.0,35.0,988.0,modT (2-sample),1.4
489.0,1000.0,79.0,999.0,cyberT,1.4
424.0,1000.0,42.0,993.0,modT,1.4
453.0,934.0,0.0,0.0,t test (1-sample),1.4
447.0,989.0,31.0,829.0,t-test,1.4
433.0,1000.0,43.0,992.0,modT (2-sample),1.4
548.0,1000.0,91.0,998.0,cyberT,1.4
429.0,999.0,44.0,997.0,modT,1.4
439.0,941.0,0.0,3.0,t test (1-sample),1.4
440.0,991.0,48.0,859.0,t-test,1.4
457.0,998.0,56.0,993.0,modT (2-sample),1.4
518.0,999.0,112.0,999.0,cyberT,1.4
462.0,999.0,63.0,994.0,modT,1.4
427.0,938.0,0.0,2.0,t test (1-sample),1.4
490.0,988.0,42.0,862.0,t-test,1.4
457.0,999.0,58.0,994.0,modT (2-sample),1.4
471.0,999.0,93.0,998.0,cyberT,1.4
407.0,999.0,40.0,995.0,modT,1.4
448.0,922.0,0.0,0.0,t test (1-sample),1.4
391.0,989.0,40.0,857.0,t-test,1.4
401.0,998.0,37.0,994.0,modT (2-sample),1.4
521.0,1000.0,111.0,999.0,cyberT,1.4
464.0,999.0,52.0,997.0,modT,1.4
477.0,945.0,0.0,0.0,t test (1-sample),1.4
468.0,992.0,47.0,896.0,t-test,1.4
455.0,999.0,56.0,994.0,modT (2-sample),1.4
527.0,999.0,112.0,999.0,cyberT,1.4
462.0,999.0,68.0,998.0,modT,1.4
435.0,931.0,0.0,0.0,t test (1-sample),1.4
418.0,991.0,37.0,838.0,t-test,1.4
446.0,999.0,58.0,997.0,modT (2-sample),1.4
506.0,1000.0,73.0,1000.0,cyberT,1.4
428.0,1000.0,44.0,993.0,modT,1.4
437.0,939.0,0.0,0.0,t test (1-sample),1.4
435.0,991.0,41.0,844.0,t-test,1.4
435.0,1000.0,42.0,993.0,modT (2-sample),1.4
527.0,1000.0,101.0,998.0,cyberT,1.4
461.0,999.0,57.0,998.0,modT,1.4
484.0,939.0,0.0,1.0,t test (1-sample),1.4
476.0,992.0,46.0,870.0,t-test,1.4
447.0,998.0,50.0,995.0,modT (2-sample),1.4
487.0,1000.0,100.0,999.0,cyberT,1.4
426.0,1000.0,53.0,995.0,modT,1.4
442.0,938.0,0.0,0.0,t test (1-sample),1.4
438.0,992.0,46.0,844.0,t-test,1.4
411.0,1000.0,54.0,997.0,modT (2-sample),1.4
513.0,1000.0,97.0,1000.0,cyberT,1.4
441.0,1000.0,57.0,998.0,modT,1.4
460.0,938.0,0.0,4.0,t test (1-sample),1.4
474.0,997.0,36.0,860.0,t-test,1.4
447.0,1000.0,50.0,998.0,modT (2-sample),1.4
567.0,1000.0,108.0,999.0,cyberT,1.4
491.0,1000.0,54.0,993.0,modT,1.4
494.0,924.0,0.0,0.0,t test (1-sample),1.4
473.0,990.0,38.0,842.0,t-test,1.4
490.0,1000.0,51.0,993.0,modT (2-sample),1.4
543.0,1000.0,114.0,998.0,cyberT,1.4
481.0,998.0,63.0,996.0,modT,1.4
441.0,944.0,0.0,1.0,t test (1-sample),1.4
457.0,992.0,25.0,864.0,t-test,1.4
481.0,998.0,57.0,995.0,modT (2-sample),1.4
480.0,1000.0,86.0,1000.0,cyberT,1.4
428.0,1000.0,43.0,991.0,modT,1.4
475.0,931.0,0.0,0.0,t test (1-sample),1.4
444.0,985.0,44.0,853.0,t-test,1.4
419.0,1000.0,54.0,990.0,modT (2-sample),1.4
479.0,999.0,95.0,999.0,cyberT,1.4
406.0,999.0,37.0,994.0,modT,1.4
443.0,928.0,1.0,3.0,t test (1-sample),1.4
451.0,993.0,30.0,846.0,t-test,1.4
413.0,999.0,47.0,995.0,modT (2-sample),1.4
532.0,1000.0,77.0,999.0,cyberT,1.4
451.0,999.0,44.0,990.0,modT,1.4
427.0,923.0,0.0,7.0,t test (1-sample),1.4
432.0,980.0,37.0,831.0,t-test,1.4
469.0,999.0,47.0,990.0,modT (2-sample),1.4
522.0,999.0,112.0,999.0,cyberT,1.4
465.0,999.0,54.0,993.0,modT,1.4
429.0,939.0,0.0,0.0,t test (1-sample),1.4
418.0,990.0,37.0,848.0,t-test,1.4
438.0,999.0,62.0,993.0,modT (2-sample),1.4
542.0,1000.0,95.0,999.0,cyberT,1.4
474.0,1000.0,47.0,994.0,modT,1.4
422.0,936.0,0.0,0.0,t test (1-sample),1.4
436.0,994.0,45.0,855.0,t-test,1.4
466.0,998.0,46.0,995.0,modT (2-sample),1.4
490.0,999.0,85.0,998.0,cyberT,1.4
413.0,998.0,31.0,991.0,modT,1.4
463.0,918.0,0.0,9.0,t test (1-sample),1.4
450.0,989.0,34.0,843.0,t-test,1.4
430.0,998.0,36.0,996.0,modT (2-sample),1.4
475.0,1000.0,84.0,999.0,cyberT,1.4
415.0,999.0,35.0,995.0,modT,1.4
455.0,944.0,0.0,1.0,t test (1-sample),1.4
459.0,991.0,44.0,864.0,t-test,1.4
416.0,999.0,46.0,996.0,modT (2-sample),1.4
530.0,1000.0,95.0,998.0,cyberT,1.4
450.0,998.0,49.0,995.0,modT,1.4
500.0,926.0,0.0,4.0,t test (1-sample),1.4
448.0,992.0,41.0,839.0,t-test,1.4
455.0,999.0,47.0,994.0,modT (2-sample),1.4
564.0,1000.0,86.0,999.0,cyberT,1.4
473.0,999.0,39.0,995.0,modT,1.4
464.0,928.0,1.0,4.0,t test (1-sample),1.4
481.0,992.0,47.0,842.0,t-test,1.4
497.0,999.0,51.0,992.0,modT (2-sample),1.4
515.0,999.0,92.0,999.0,cyberT,1.4
480.0,999.0,46.0,995.0,modT,1.4
445.0,931.0,0.0,3.0,t test (1-sample),1.4
421.0,989.0,36.0,852.0,t-test,1.4
460.0,999.0,40.0,992.0,modT (2-sample),1.4
517.0,1000.0,99.0,999.0,cyberT,1.4
463.0,1000.0,40.0,994.0,modT,1.4
469.0,937.0,1.0,4.0,t test (1-sample),1.4
475.0,991.0,33.0,862.0,t-test,1.4
466.0,999.0,43.0,995.0,modT (2-sample),1.4
519.0,1000.0,84.0,999.0,cyberT,1.4
474.0,999.0,51.0,996.0,modT,1.4
449.0,931.0,0.0,0.0,t test (1-sample),1.4
459.0,990.0,41.0,839.0,t-test,1.4
453.0,999.0,36.0,995.0,modT (2-sample),1.4
514.0,999.0,88.0,996.0,cyberT,1.4
447.0,998.0,48.0,994.0,modT,1.4
441.0,940.0,0.0,0.0,t test (1-sample),1.4
424.0,988.0,44.0,855.0,t-test,1.4
433.0,998.0,41.0,990.0,modT (2-sample),1.4
550.0,999.0,98.0,999.0,cyberT,1.4
463.0,999.0,52.0,998.0,modT,1.4
456.0,937.0,1.0,0.0,t test (1-sample),1.4
467.0,993.0,36.0,865.0,t-test,1.4
462.0,999.0,52.0,997.0,modT (2-sample),1.4
500.0,1000.0,92.0,998.0,cyberT,1.4
447.0,1000.0,52.0,998.0,modT,1.4
411.0,936.0,0.0,0.0,t test (1-sample),1.4
426.0,986.0,25.0,855.0,t-test,1.4
444.0,998.0,48.0,990.0,modT (2-sample),1.4
471.0,999.0,89.0,998.0,cyberT,1.4
422.0,999.0,41.0,994.0,modT,1.4
435.0,943.0,0.0,0.0,t test (1-sample),1.4
428.0,992.0,42.0,859.0,t-test,1.4
391.0,999.0,46.0,995.0,modT (2-sample),1.4
534.0,999.0,104.0,995.0,cyberT,1.4
462.0,998.0,50.0,993.0,modT,1.4
496.0,933.0,0.0,0.0,t test (1-sample),1.4
482.0,990.0,49.0,857.0,t-test,1.4
467.0,995.0,53.0,991.0,modT (2-sample),1.4
526.0,1000.0,93.0,998.0,cyberT,1.4
444.0,999.0,44.0,993.0,modT,1.4
429.0,940.0,0.0,1.0,t test (1-sample),1.4
432.0,986.0,28.0,850.0,t-test,1.4
441.0,999.0,54.0,994.0,modT (2-sample),1.4
531.0,1000.0,89.0,998.0,cyberT,1.4
474.0,1000.0,61.0,993.0,modT,1.4
456.0,926.0,1.0,3.0,t test (1-sample),1.4
441.0,990.0,44.0,844.0,t-test,1.4
444.0,999.0,48.0,991.0,modT (2-sample),1.4
544.0,1000.0,99.0,998.0,cyberT,1.4
463.0,999.0,49.0,997.0,modT,1.4
434.0,933.0,0.0,0.0,t test (1-sample),1.4
433.0,992.0,37.0,854.0,t-test,1.4
471.0,998.0,59.0,995.0,modT (2-sample),1.4
504.0,1000.0,95.0,1000.0,cyberT,1.4
451.0,1000.0,48.0,990.0,modT,1.4
449.0,921.0,0.0,0.0,t test (1-sample),1.4
413.0,986.0,33.0,840.0,t-test,1.4
437.0,1000.0,47.0,989.0,modT (2-sample),1.4
489.0,1000.0,79.0,996.0,cyberT,1.4
421.0,999.0,47.0,991.0,modT,1.4
431.0,932.0,0.0,0.0,t test (1-sample),1.4
416.0,988.0,38.0,839.0,t-test,1.4
426.0,998.0,41.0,991.0,modT (2-sample),1.4
508.0,1000.0,88.0,998.0,cyberT,1.4
441.0,1000.0,39.0,993.0,modT,1.4
452.0,928.0,0.0,7.0,t test (1-sample),1.4
452.0,989.0,37.0,834.0,t-test,1.4
454.0,1000.0,44.0,991.0,modT (2-sample),1.4
503.0,1000.0,86.0,999.0,cyberT,1.4
422.0,999.0,49.0,995.0,modT,1.4
457.0,937.0,0.0,0.0,t test (1-sample),1.4
421.0,992.0,41.0,861.0,t-test,1.4
446.0,999.0,51.0,996.0,modT (2-sample),1.4
509.0,1000.0,80.0,1000.0,cyberT,1.4
448.0,1000.0,36.0,996.0,modT,1.4
432.0,954.0,0.0,0.0,t test (1-sample),1.4
423.0,994.0,33.0,859.0,t-test,1.4
423.0,1000.0,38.0,995.0,modT (2-sample),1.4
500.0,1000.0,97.0,1000.0,cyberT,1.4
437.0,1000.0,44.0,998.0,modT,1.4
414.0,938.0,0.0,6.0,t test (1-sample),1.4
459.0,992.0,41.0,844.0,t-test,1.4
425.0,1000.0,49.0,994.0,modT (2-sample),1.4
504.0,998.0,87.0,997.0,cyberT,1.4
440.0,998.0,51.0,994.0,modT,1.4
455.0,939.0,0.0,0.0,t test (1-sample),1.4
414.0,989.0,38.0,867.0,t-test,1.4
431.0,998.0,53.0,994.0,modT (2-sample),1.4
472.0,1000.0,85.0,1000.0,cyberT,1.4
394.0,1000.0,50.0,997.0,modT,1.4
435.0,947.0,0.0,0.0,t test (1-sample),1.4
427.0,991.0,54.0,862.0,t-test,1.4
435.0,1000.0,47.0,992.0,modT (2-sample),1.4
519.0,999.0,106.0,997.0,cyberT,1.4
446.0,1000.0,63.0,996.0,modT,1.4
481.0,950.0,0.0,0.0,t test (1-sample),1.4
458.0,989.0,50.0,883.0,t-test,1.4
450.0,998.0,51.0,995.0,modT (2-sample),1.4
520.0,999.0,79.0,997.0,cyberT,1.4
422.0,998.0,41.0,996.0,modT,1.4
443.0,936.0,0.0,3.0,t test (1-sample),1.4
442.0,990.0,32.0,862.0,t-test,1.4
451.0,997.0,42.0,993.0,modT (2-sample),1.4
533.0,1000.0,94.0,998.0,cyberT,1.4
473.0,999.0,43.0,994.0,modT,1.4
459.0,942.0,0.0,1.0,t test (1-sample),1.4
474.0,989.0,38.0,848.0,t-test,1.4
475.0,999.0,39.0,991.0,modT (2-sample),1.4
495.0,999.0,87.0,997.0,cyberT,1.4
439.0,998.0,59.0,994.0,modT,1.4
429.0,940.0,0.0,0.0,t test (1-sample),1.4
390.0,991.0,39.0,852.0,t-test,1.4
417.0,998.0,41.0,992.0,modT (2-sample),1.4
504.0,999.0,90.0,999.0,cyberT,1.4
436.0,999.0,41.0,994.0,modT,1.4
478.0,931.0,0.0,0.0,t test (1-sample),1.4
458.0,993.0,53.0,854.0,t-test,1.4
440.0,999.0,46.0,995.0,modT (2-sample),1.4
520.0,1000.0,100.0,999.0,cyberT,1.4
433.0,1000.0,45.0,994.0,modT,1.4
442.0,943.0,1.0,5.0,t test (1-sample),1.4
433.0,990.0,35.0,866.0,t-test,1.4
454.0,999.0,46.0,995.0,modT (2-sample),1.4
512.0,1000.0,75.0,999.0,cyberT,1.4
432.0,1000.0,38.0,995.0,modT,1.4
425.0,935.0,0.0,6.0,t test (1-sample),1.4
443.0,991.0,40.0,876.0,t-test,1.4
419.0,1000.0,38.0,996.0,modT (2-sample),1.4
489.0,999.0,79.0,999.0,cyberT,1.4
402.0,999.0,31.0,995.0,modT,1.4
419.0,936.0,0.0,0.0,t test (1-sample),1.4
412.0,992.0,40.0,859.0,t-test,1.4
422.0,999.0,38.0,993.0,modT (2-sample),1.4
514.0,999.0,81.0,998.0,cyberT,1.4
445.0,999.0,42.0,995.0,modT,1.4
448.0,939.0,0.0,2.0,t test (1-sample),1.4
449.0,994.0,33.0,867.0,t-test,1.4
449.0,999.0,49.0,996.0,modT (2-sample),1.4
505.0,998.0,94.0,998.0,cyberT,1.4
444.0,998.0,49.0,996.0,modT,1.4
432.0,930.0,0.0,0.0,t test (1-sample),1.4
431.0,984.0,32.0,826.0,t-test,1.4
430.0,998.0,49.0,990.0,modT (2-sample),1.4
529.0,1000.0,90.0,998.0,cyberT,1.4
461.0,999.0,59.0,999.0,modT,1.4
444.0,941.0,0.0,0.0,t test (1-sample),1.4
476.0,995.0,57.0,849.0,t-test,1.4
465.0,998.0,49.0,997.0,modT (2-sample),1.4
534.0,999.0,97.0,999.0,cyberT,1.4
481.0,999.0,41.0,998.0,modT,1.4
415.0,948.0,0.0,0.0,t test (1-sample),1.4
453.0,990.0,33.0,864.0,t-test,1.4
474.0,999.0,49.0,993.0,modT (2-sample),1.4
516.0,999.0,98.0,998.0,cyberT,1.4
439.0,999.0,36.0,989.0,modT,1.4
421.0,933.0,0.0,0.0,t test (1-sample),1.4
455.0,987.0,35.0,835.0,t-test,1.4
446.0,998.0,51.0,993.0,modT (2-sample),1.4
496.0,1000.0,72.0,998.0,cyberT,1.4
426.0,1000.0,37.0,991.0,modT,1.4
443.0,940.0,0.0,3.0,t test (1-sample),1.4
450.0,984.0,33.0,843.0,t-test,1.4
445.0,1000.0,32.0,987.0,modT (2-sample),1.4
497.0,1000.0,87.0,998.0,cyberT,1.4
432.0,1000.0,27.0,992.0,modT,1.4
461.0,936.0,0.0,0.0,t test (1-sample),1.4
466.0,989.0,33.0,850.0,t-test,1.4
446.0,999.0,42.0,993.0,modT (2-sample),1.4
518.0,999.0,84.0,998.0,cyberT,1.4
447.0,999.0,42.0,996.0,modT,1.4
448.0,924.0,0.0,12.0,t test (1-sample),1.4
422.0,992.0,40.0,832.0,t-test,1.4
444.0,998.0,38.0,996.0,modT (2-sample),1.4
506.0,1000.0,107.0,1000.0,cyberT,1.4
448.0,1000.0,68.0,998.0,modT,1.4
448.0,923.0,0.0,0.0,t test (1-sample),1.4
452.0,988.0,30.0,816.0,t-test,1.4
442.0,1000.0,58.0,994.0,modT (2-sample),1.4
504.0,1000.0,96.0,1000.0,cyberT,1.4
442.0,1000.0,47.0,998.0,modT,1.4
437.0,950.0,0.0,1.0,t test (1-sample),1.4
453.0,994.0,39.0,850.0,t-test,1.4
432.0,1000.0,51.0,997.0,modT (2-sample),1.4
537.0,1000.0,97.0,999.0,cyberT,1.4
453.0,999.0,55.0,995.0,modT,1.4
473.0,949.0,0.0,1.0,t test (1-sample),1.4
466.0,993.0,51.0,877.0,t-test,1.4
470.0,999.0,50.0,995.0,modT (2-sample),1.4
495.0,999.0,88.0,998.0,cyberT,1.4
413.0,999.0,31.0,985.0,modT,1.4
451.0,936.0,0.0,2.0,t test (1-sample),1.4
433.0,984.0,43.0,869.0,t-test,1.4
415.0,998.0,51.0,993.0,modT (2-sample),1.4
504.0,999.0,88.0,998.0,cyberT,1.4
446.0,999.0,39.0,996.0,modT,1.4
432.0,934.0,0.0,1.0,t test (1-sample),1.4
462.0,991.0,32.0,828.0,t-test,1.4
438.0,999.0,47.0,996.0,modT (2-sample),1.4
536.0,997.0,92.0,995.0,cyberT,1.4
440.0,994.0,32.0,989.0,modT,1.4
480.0,935.0,0.0,2.0,t test (1-sample),1.4
469.0,984.0,38.0,849.0,t-test,1.4
473.0,996.0,43.0,991.0,modT (2-sample),1.4
514.0,1000.0,103.0,1000.0,cyberT,1.4
467.0,1000.0,54.0,997.0,modT,1.4
457.0,943.0,0.0,0.0,t test (1-sample),1.4
452.0,992.0,45.0,849.0,t-test,1.4
467.0,1000.0,48.0,996.0,modT (2-sample),1.4
494.0,998.0,73.0,997.0,cyberT,1.4
440.0,998.0,36.0,997.0,modT,1.4
405.0,932.0,0.0,0.0,t test (1-sample),1.4
434.0,992.0,34.0,848.0,t-test,1.4
417.0,997.0,38.0,995.0,modT (2-sample),1.4
507.0,1000.0,87.0,999.0,cyberT,1.4
432.0,1000.0,51.0,996.0,modT,1.4
411.0,941.0,0.0,2.0,t test (1-sample),1.4
458.0,988.0,35.0,870.0,t-test,1.4
445.0,1000.0,39.0,991.0,modT (2-sample),1.4
481.0,999.0,87.0,998.0,cyberT,1.4
417.0,999.0,44.0,992.0,modT,1.4
440.0,944.0,0.0,0.0,t test (1-sample),1.4
426.0,989.0,47.0,856.0,t-test,1.4
434.0,998.0,52.0,992.0,modT (2-sample),1.4
496.0,1000.0,87.0,998.0,cyberT,1.4
429.0,998.0,34.0,995.0,modT,1.4
436.0,926.0,0.0,0.0,t test (1-sample),1.4
442.0,992.0,42.0,845.0,t-test,1.4
420.0,998.0,37.0,994.0,modT (2-sample),1.4
542.0,1000.0,99.0,998.0,cyberT,1.4
458.0,1000.0,49.0,992.0,modT,1.4
470.0,937.0,0.0,2.0,t test (1-sample),1.4
478.0,990.0,37.0,843.0,t-test,1.4
465.0,999.0,51.0,992.0,modT (2-sample),1.4
502.0,998.0,81.0,996.0,cyberT,1.4
441.0,998.0,46.0,992.0,modT,1.4
454.0,935.0,0.0,0.0,t test (1-sample),1.4
432.0,984.0,51.0,859.0,t-test,1.4
437.0,996.0,42.0,988.0,modT (2-sample),1.4
549.0,999.0,102.0,997.0,cyberT,1.4
479.0,999.0,60.0,995.0,modT,1.4
445.0,921.0,0.0,4.0,t test (1-sample),1.4
478.0,991.0,32.0,841.0,t-test,1.4
493.0,997.0,55.0,994.0,modT (2-sample),1.4
540.0,999.0,101.0,997.0,cyberT,1.4
454.0,998.0,45.0,992.0,modT,1.4
503.0,934.0,0.0,6.0,t test (1-sample),1.4
487.0,989.0,55.0,877.0,t-test,1.4
463.0,997.0,41.0,992.0,modT (2-sample),1.4
533.0,1000.0,114.0,1000.0,cyberT,1.6
492.0,1000.0,61.0,1000.0,modT,1.6
479.0,962.0,0.0,4.0,t test (1-sample),1.6
460.0,994.0,43.0,911.0,t-test,1.6
482.0,1000.0,54.0,996.0,modT (2-sample),1.6
547.0,1000.0,109.0,1000.0,cyberT,1.6
470.0,1000.0,60.0,1000.0,modT,1.6
432.0,961.0,0.0,4.0,t test (1-sample),1.6
462.0,998.0,40.0,906.0,t-test,1.6
469.0,1000.0,50.0,1000.0,modT (2-sample),1.6
555.0,1000.0,96.0,999.0,cyberT,1.6
478.0,1000.0,54.0,998.0,modT,1.6
476.0,951.0,0.0,1.0,t test (1-sample),1.6
467.0,998.0,40.0,905.0,t-test,1.6
468.0,999.0,43.0,998.0,modT (2-sample),1.6
527.0,999.0,104.0,999.0,cyberT,1.6
464.0,999.0,45.0,998.0,modT,1.6
438.0,956.0,0.0,6.0,t test (1-sample),1.6
488.0,995.0,45.0,892.0,t-test,1.6
456.0,999.0,54.0,996.0,modT (2-sample),1.6
515.0,1000.0,84.0,998.0,cyberT,1.6
439.0,999.0,49.0,997.0,modT,1.6
425.0,961.0,2.0,1.0,t test (1-sample),1.6
461.0,997.0,40.0,906.0,t-test,1.6
434.0,998.0,48.0,997.0,modT (2-sample),1.6
505.0,1000.0,97.0,998.0,cyberT,1.6
438.0,999.0,39.0,998.0,modT,1.6
461.0,965.0,0.0,0.0,t test (1-sample),1.6
434.0,995.0,40.0,924.0,t-test,1.6
442.0,998.0,46.0,997.0,modT (2-sample),1.6
541.0,1000.0,111.0,1000.0,cyberT,1.6
465.0,1000.0,46.0,1000.0,modT,1.6
434.0,964.0,0.0,1.0,t test (1-sample),1.6
458.0,997.0,49.0,910.0,t-test,1.6
481.0,1000.0,54.0,998.0,modT (2-sample),1.6
511.0,999.0,92.0,998.0,cyberT,1.6
449.0,999.0,35.0,995.0,modT,1.6
475.0,959.0,0.0,3.0,t test (1-sample),1.6
426.0,991.0,48.0,917.0,t-test,1.6
454.0,998.0,49.0,992.0,modT (2-sample),1.6
533.0,1000.0,102.0,999.0,cyberT,1.6
484.0,1000.0,52.0,999.0,modT,1.6
469.0,972.0,0.0,1.0,t test (1-sample),1.6
449.0,995.0,37.0,933.0,t-test,1.6
469.0,1000.0,59.0,999.0,modT (2-sample),1.6
557.0,1000.0,96.0,1000.0,cyberT,1.6
457.0,1000.0,34.0,995.0,modT,1.6
465.0,958.0,0.0,0.0,t test (1-sample),1.6
453.0,990.0,38.0,904.0,t-test,1.6
482.0,1000.0,45.0,994.0,modT (2-sample),1.6
482.0,1000.0,99.0,1000.0,cyberT,1.6
410.0,1000.0,39.0,998.0,modT,1.6
444.0,958.0,0.0,1.0,t test (1-sample),1.6
421.0,996.0,46.0,909.0,t-test,1.6
428.0,1000.0,46.0,998.0,modT (2-sample),1.6
491.0,1000.0,93.0,999.0,cyberT,1.6
428.0,1000.0,55.0,997.0,modT,1.6
445.0,956.0,0.0,0.0,t test (1-sample),1.6
444.0,995.0,31.0,900.0,t-test,1.6
419.0,999.0,47.0,996.0,modT (2-sample),1.6
545.0,1000.0,97.0,999.0,cyberT,1.6
466.0,1000.0,51.0,997.0,modT,1.6
463.0,962.0,0.0,2.0,t test (1-sample),1.6
466.0,993.0,37.0,916.0,t-test,1.6
467.0,1000.0,46.0,998.0,modT (2-sample),1.6
519.0,1000.0,96.0,1000.0,cyberT,1.6
456.0,1000.0,41.0,998.0,modT,1.6
466.0,949.0,0.0,1.0,t test (1-sample),1.6
499.0,996.0,56.0,900.0,t-test,1.6
460.0,1000.0,54.0,998.0,modT (2-sample),1.6
491.0,1000.0,100.0,1000.0,cyberT,1.6
433.0,1000.0,56.0,999.0,modT,1.6
457.0,967.0,2.0,9.0,t test (1-sample),1.6
435.0,997.0,37.0,924.0,t-test,1.6
415.0,1000.0,47.0,998.0,modT (2-sample),1.6
555.0,1000.0,105.0,1000.0,cyberT,1.6
482.0,999.0,59.0,996.0,modT,1.6
456.0,956.0,0.0,1.0,t test (1-sample),1.6
468.0,992.0,45.0,918.0,t-test,1.6
471.0,999.0,47.0,995.0,modT (2-sample),1.6
528.0,999.0,101.0,999.0,cyberT,1.6
466.0,998.0,56.0,995.0,modT,1.6
478.0,960.0,0.0,2.0,t test (1-sample),1.6
504.0,995.0,41.0,910.0,t-test,1.6
490.0,999.0,48.0,995.0,modT (2-sample),1.6
509.0,999.0,99.0,999.0,cyberT,1.6
425.0,999.0,50.0,995.0,modT,1.6
425.0,957.0,5.0,13.0,t test (1-sample),1.6
449.0,991.0,38.0,903.0,t-test,1.6
446.0,999.0,44.0,995.0,modT (2-sample),1.6
500.0,1000.0,92.0,1000.0,cyberT,1.6
434.0,1000.0,36.0,999.0,modT,1.6
446.0,961.0,0.0,2.0,t test (1-sample),1.6
440.0,998.0,47.0,911.0,t-test,1.6
