,FC,labels,setting
641,,modT-2 trend,1.3
642,,modT-2 trend,1.3
643,,modT-2 trend,1.3
644,,modT-2 trend,1.3
645,,modT-2 trend,1.3
646,,modT-2 trend,1.3
647,,modT-2 trend,1.3
648,,modT-2 trend,1.3
649,,modT-2 trend,1.3
650,,modT-2 trend,1.4
651,,modT-2 trend,1.4
652,,modT-2 trend,1.4
653,,modT-2 trend,1.4
654,,modT-2 trend,1.4
655,,modT-2 trend,1.4
656,,modT-2 trend,1.4
657,,modT-2 trend,1.4
658,,modT-2 trend,1.4
659,,modT-2 trend,1.4
660,,modT-2 trend,1.4
661,,modT-2 trend,1.4
662,,modT-2 trend,1.4
663,,modT-2 trend,1.4
664,,modT-2 trend,1.4
665,,modT-2 trend,1.4
666,,modT-2 trend,1.4
667,,modT-2 trend,1.4
668,,modT-2 trend,1.4
669,,modT-2 trend,1.4
670,,modT-2 trend,1.4
671,,modT-2 trend,1.4
672,,modT-2 trend,1.4
673,,modT-2 trend,1.4
674,,modT-2 trend,1.4
675,,modT-2 trend,1.4
676,,modT-2 trend,1.4
677,,modT-2 trend,1.4
678,,modT-2 trend,1.4
679,,modT-2 trend,1.4
680,,modT-2 trend,1.4
681,,modT-2 trend,1.4
682,,modT-2 trend,1.4
683,,modT-2 trend,1.4
684,,modT-2 trend,1.4
685,,modT-2 trend,1.4
686,,modT-2 trend,1.4
687,,modT-2 trend,1.4
688,,modT-2 trend,1.4
689,,modT-2 trend,1.4
690,,modT-2 trend,1.4
691,,modT-2 trend,1.4
692,,modT-2 trend,1.4
693,,modT-2 trend,1.4
694,,modT-2 trend,1.4
695,,modT-2 trend,1.4
696,,modT-2 trend,1.4
697,,modT-2 trend,1.4
698,,modT-2 trend,1.4
699,,modT-2 trend,1.4
700,,modT-2 trend,1.5
701,,modT-2 trend,1.5
702,,modT-2 trend,1.5
703,,modT-2 trend,1.5
704,,modT-2 trend,1.5
705,,modT-2 trend,1.5
706,,modT-2 trend,1.5
707,,modT-2 trend,1.5
708,,modT-2 trend,1.5
709,,modT-2 trend,1.5
710,,modT-2 trend,1.5
711,,modT-2 trend,1.5
712,,modT-2 trend,1.5
713,,modT-2 trend,1.5
714,,modT-2 trend,1.5
715,,modT-2 trend,1.5
716,,modT-2 trend,1.5
717,,modT-2 trend,1.5
718,,modT-2 trend,1.5
719,,modT-2 trend,1.5
720,,modT-2 trend,1.5
721,,modT-2 trend,1.5
722,,modT-2 trend,1.5
723,,modT-2 trend,1.5
724,,modT-2 trend,1.5
725,,modT-2 trend,1.5
726,,modT-2 trend,1.5
727,,modT-2 trend,1.5
728,,modT-2 trend,1.5
729,,modT-2 trend,1.5
730,,modT-2 trend,1.5
731,,modT-2 trend,1.5
732,,modT-2 trend,1.5
733,,modT-2 trend,1.5
734,,modT-2 trend,1.5
735,,modT-2 trend,1.5
736,,modT-2 trend,1.5
737,,modT-2 trend,1.5
738,,modT-2 trend,1.5
739,,modT-2 trend,1.5
740,,modT-2 trend,1.5
741,,modT-2 trend,1.5
742,,modT-2 trend,1.5
743,,modT-2 trend,1.5
744,,modT-2 trend,1.5
745,,modT-2 trend,1.5
746,,modT-2 trend,1.5
747,,modT-2 trend,1.5
748,,modT-2 trend,1.5
749,,modT-2 trend,1.5
750,0.251770778,RegT,0.1
751,0.254601111,RegT,0.1
752,0.254724111,RegT,0.1
753,0.255476333,RegT,0.1
754,0.255611333,RegT,0.1
755,0.256134111,RegT,0.1
756,0.256806333,RegT,0.1
757,0.257319889,RegT,0.1
758,0.257319889,RegT,0.1
759,0.257377111,RegT,0.1
760,0.256137667,RegT,0.1
761,0.255243222,RegT,0.1
762,0.257012667,RegT,0.1
763,0.256762778,RegT,0.1
764,0.255772111,RegT,0.1
765,0.255081889,RegT,0.1
766,0.255081889,RegT,0.1
767,0.256009333,RegT,0.1
768,0.256009333,RegT,0.1
769,0.254385333,RegT,0.1
770,0.255312889,RegT,0.1
771,0.257017556,RegT,0.1
772,0.254544333,RegT,0.1
773,0.255659333,RegT,0.1
774,0.255742111,RegT,0.1
775,0.256072556,RegT,0.1
776,0.256072556,RegT,0.1
777,0.254308889,RegT,0.1
778,0.254798111,RegT,0.1
779,0.254251556,RegT,0.1
780,0.25384,RegT,0.1
781,0.255615111,RegT,0.1
782,0.253912444,RegT,0.1
783,0.257572556,RegT,0.1
784,0.254845222,RegT,0.1
