,FP_raw,TP_raw,FP_adj,TP_adj,labels,setting
113,451.0,69.0,0.0,0.0,t-test-1,0.1
114,458.0,63.0,0.0,0.0,t-test-2,0.1
115,439.0,72.0,0.0,0.0,modT-1,0.1
116,436.0,69.0,0.0,0.0,modT-2,0.1
117,450.0,66.0,1.0,0.0,modT-1 trend,0.1
118,444.0,69.0,0.0,0.0,modT-2 trend,0.1
119,480.0,70.0,0.0,0.0,cyberT,0.1
120,1.0,0.0,0.0,0.0,fold change,0.1
121,420.0,57.0,0.0,0.0,t-test-1,0.1
122,420.0,72.0,0.0,0.0,t-test-2,0.1
123,452.0,74.0,2.0,0.0,modT-1,0.1
124,441.0,72.0,2.0,0.0,modT-2,0.1
125,420.0,78.0,1.0,0.0,modT-1 trend,0.1
126,433.0,72.0,2.0,0.0,modT-2 trend,0.1
127,459.0,74.0,0.0,0.0,cyberT,0.1
128,4.0,0.0,0.0,0.0,fold change,0.1
129,464.0,59.0,0.0,0.0,t-test-1,0.1
130,464.0,63.0,0.0,0.0,t-test-2,0.1
131,453.0,80.0,0.0,0.0,modT-1,0.1
132,441.0,78.0,0.0,0.0,modT-2,0.1
133,452.0,84.0,0.0,0.0,modT-1 trend,0.1
134,442.0,80.0,0.0,0.0,modT-2 trend,0.1
135,452.0,74.0,0.0,0.0,cyberT,0.1
136,2.0,1.0,0.0,0.0,fold change,0.1
137,456.0,80.0,0.0,0.0,t-test-1,0.1
138,455.0,78.0,0.0,0.0,t-test-2,0.1
139,462.0,76.0,0.0,0.0,modT-1,0.1
140,459.0,74.0,0.0,0.0,modT-2,0.1
141,456.0,84.0,0.0,0.0,modT-1 trend,0.1
142,465.0,73.0,0.0,0.0,modT-2 trend,0.1
143,504.0,85.0,0.0,0.0,cyberT,0.1
144,1.0,0.0,0.0,0.0,fold change,0.1
145,437.0,58.0,0.0,0.0,t-test-1,0.1
146,457.0,65.0,0.0,0.0,t-test-2,0.1
147,454.0,76.0,0.0,0.0,modT-1,0.1
148,458.0,76.0,0.0,0.0,modT-2,0.1
149,468.0,77.0,0.0,0.0,modT-1 trend,0.1
150,455.0,76.0,0.0,0.0,modT-2 trend,0.1
151,492.0,77.0,0.0,0.0,cyberT,0.1
152,3.0,0.0,0.0,0.0,fold change,0.1
153,457.0,80.0,0.0,0.0,t-test-1,0.1
154,441.0,70.0,1.0,0.0,t-test-2,0.1
155,434.0,78.0,0.0,0.0,modT-1,0.1
156,462.0,83.0,0.0,0.0,modT-2,0.1
157,472.0,91.0,0.0,0.0,modT-1 trend,0.1
158,456.0,81.0,0.0,0.0,modT-2 trend,0.1
159,482.0,84.0,0.0,0.0,cyberT,0.1
160,1.0,0.0,0.0,0.0,fold change,0.1
161,468.0,64.0,0.0,0.0,t-test-1,0.1
162,446.0,68.0,0.0,0.0,t-test-2,0.1
163,472.0,71.0,0.0,0.0,modT-1,0.1
164,463.0,71.0,0.0,0.0,modT-2,0.1
165,478.0,69.0,0.0,0.0,modT-1 trend,0.1
166,457.0,71.0,0.0,0.0,modT-2 trend,0.1
167,494.0,74.0,0.0,0.0,cyberT,0.1
168,1.0,0.0,0.0,0.0,fold change,0.1
169,434.0,57.0,0.0,0.0,t-test-1,0.1
170,426.0,56.0,0.0,0.0,t-test-2,0.1
171,420.0,65.0,0.0,0.0,modT-1,0.1
172,419.0,65.0,0.0,0.0,modT-2,0.1
173,448.0,61.0,1.0,0.0,modT-1 trend,0.1
174,425.0,64.0,0.0,0.0,modT-2 trend,0.1
175,455.0,72.0,0.0,0.0,cyberT,0.1
176,1.0,0.0,0.0,0.0,fold change,0.1
177,477.0,69.0,0.0,0.0,t-test-1,0.1
178,495.0,64.0,0.0,0.0,t-test-2,0.1
179,457.0,61.0,0.0,0.0,modT-1,0.1
180,473.0,62.0,0.0,0.0,modT-2,0.1
181,500.0,64.0,1.0,0.0,modT-1 trend,0.1
182,465.0,63.0,0.0,0.0,modT-2 trend,0.1
183,486.0,71.0,0.0,0.0,cyberT,0.1
184,1.0,0.0,0.0,0.0,fold change,0.1
185,473.0,61.0,0.0,0.0,t-test-1,0.1
186,455.0,67.0,0.0,0.0,t-test-2,0.1
187,433.0,81.0,1.0,0.0,modT-1,0.1
188,446.0,81.0,1.0,0.0,modT-2,0.1
189,455.0,82.0,1.0,0.0,modT-1 trend,0.1
190,444.0,80.0,1.0,0.0,modT-2 trend,0.1
191,464.0,85.0,0.0,0.0,cyberT,0.1
192,1.0,0.0,0.0,0.0,fold change,0.1
193,456.0,55.0,1.0,0.0,t-test-1,0.1
194,444.0,72.0,0.0,0.0,t-test-2,0.1
195,437.0,73.0,1.0,0.0,modT-1,0.1
196,427.0,71.0,0.0,0.0,modT-2,0.1
197,410.0,71.0,0.0,0.0,modT-1 trend,0.1
198,427.0,72.0,0.0,0.0,modT-2 trend,0.1
199,453.0,71.0,0.0,0.0,cyberT,0.1
200,1.0,0.0,0.0,0.0,fold change,0.1
201,454.0,49.0,0.0,0.0,t-test-1,0.1
202,467.0,78.0,1.0,0.0,t-test-2,0.1
203,450.0,78.0,0.0,0.0,modT-1,0.1
204,450.0,75.0,0.0,0.0,modT-2,0.1
205,419.0,69.0,0.0,0.0,modT-1 trend,0.1
206,448.0,76.0,0.0,0.0,modT-2 trend,0.1
207,462.0,77.0,0.0,0.0,cyberT,0.1
208,1.0,0.0,0.0,0.0,fold change,0.1
209,410.0,63.0,0.0,0.0,t-test-1,0.1
210,456.0,63.0,0.0,0.0,t-test-2,0.1
211,420.0,75.0,0.0,0.0,modT-1,0.1
212,423.0,76.0,0.0,0.0,modT-2,0.1
213,388.0,73.0,0.0,0.0,modT-1 trend,0.1
214,422.0,79.0,0.0,0.0,modT-2 trend,0.1
215,451.0,84.0,0.0,0.0,cyberT,0.1
216,0.0,1.0,0.0,0.0,fold change,0.1
217,445.0,67.0,0.0,0.0,t-test-1,0.1
218,472.0,58.0,0.0,0.0,t-test-2,0.1
219,449.0,78.0,0.0,1.0,modT-1,0.1
220,453.0,78.0,0.0,1.0,modT-2,0.1
221,434.0,77.0,0.0,0.0,modT-1 trend,0.1
222,454.0,79.0,0.0,1.0,modT-2 trend,0.1
223,482.0,76.0,0.0,0.0,cyberT,0.1
224,1.0,0.0,0.0,0.0,fold change,0.1
225,436.0,67.0,0.0,0.0,t-test-1,0.1
226,396.0,78.0,0.0,0.0,t-test-2,0.1
227,405.0,79.0,0.0,0.0,modT-1,0.1
228,402.0,79.0,0.0,0.0,modT-2,0.1
229,387.0,77.0,0.0,0.0,modT-1 trend,0.1
230,401.0,79.0,0.0,0.0,modT-2 trend,0.1
231,440.0,84.0,0.0,0.0,cyberT,0.1
232,1.0,0.0,0.0,0.0,fold change,0.1
233,426.0,59.0,0.0,0.0,t-test-1,0.1
234,459.0,57.0,0.0,0.0,t-test-2,0.1
235,438.0,92.0,1.0,0.0,modT-1,0.1
236,427.0,92.0,1.0,0.0,modT-2,0.1
237,411.0,86.0,0.0,0.0,modT-1 trend,0.1
238,429.0,92.0,1.0,0.0,modT-2 trend,0.1
239,460.0,94.0,0.0,0.0,cyberT,0.1
240,1.0,0.0,0.0,0.0,fold change,0.1
241,462.0,74.0,0.0,0.0,t-test-1,0.1
242,456.0,83.0,0.0,0.0,t-test-2,0.1
243,396.0,103.0,0.0,0.0,modT-1,0.1
244,399.0,103.0,0.0,0.0,modT-2,0.1
245,457.0,108.0,1.0,0.0,modT-1 trend,0.1
246,399.0,103.0,0.0,0.0,modT-2 trend,0.1
247,431.0,105.0,0.0,0.0,cyberT,0.1
248,5.0,1.0,0.0,0.0,fold change,0.1
249,476.0,73.0,0.0,0.0,t-test-1,0.1
250,462.0,77.0,0.0,0.0,t-test-2,0.1
251,430.0,77.0,0.0,0.0,modT-1,0.1
252,458.0,76.0,0.0,0.0,modT-2,0.1
253,427.0,83.0,0.0,0.0,modT-1 trend,0.1
254,459.0,76.0,0.0,0.0,modT-2 trend,0.1
255,475.0,85.0,0.0,0.0,cyberT,0.1
256,1.0,1.0,0.0,0.0,fold change,0.1
257,426.0,53.0,0.0,0.0,t-test-1,0.1
258,428.0,70.0,0.0,0.0,t-test-2,0.1
259,414.0,85.0,0.0,0.0,modT-1,0.1
260,430.0,87.0,0.0,0.0,modT-2,0.1
261,389.0,79.0,0.0,0.0,modT-1 trend,0.1
262,430.0,88.0,0.0,0.0,modT-2 trend,0.1
263,427.0,92.0,0.0,0.0,cyberT,0.1
264,3.0,0.0,0.0,0.0,fold change,0.1
265,495.0,57.0,0.0,0.0,t-test-1,0.1
266,485.0,80.0,0.0,0.0,t-test-2,0.1
267,446.0,91.0,0.0,0.0,modT-1,0.1
268,453.0,95.0,0.0,0.0,modT-2,0.1
269,468.0,91.0,0.0,0.0,modT-1 trend,0.1
270,455.0,95.0,0.0,0.0,modT-2 trend,0.1
271,496.0,89.0,0.0,0.0,cyberT,0.1
