"X","AUROC","AUPRC","pAUROC","labels","setting"
1309,0.963768005371,0.729739487171,0.72268652916,"Normal: CyberT",-0.6
1310,0.966074228287,0.748089492321,0.731991648674,"Normal: fold_change",-0.6
1311,0.969043672085,0.461362123489,0.706512331963,"Normal, all: ModT",-0.6
1312,0.969537496567,0.42590329051,0.690171778202,"Normal, all: CyberT",-0.6
1313,0.969383776188,0.481333762407,0.712875008583,"Normal, all: fold_change",-0.6
1314,0.960070490837,0.629299044609,0.732495486736,"Uniform, all: ModT",-0.6
1315,0.960143983364,0.608786046505,0.719561517239,"Uniform, all: CyberT",-0.6
1316,0.959999918938,0.62876701355,0.733810305595,"Uniform, all: fold_change",-0.6
1317,0.966643512249,0.753064990044,0.737679541111,"Normal: ModT",-0.6
1318,0.966145038605,0.739946007729,0.723549664021,"Normal: CyberT",-0.6
1319,0.9670586586,0.757280290127,0.742637455463,"Normal: fold_change",-0.6
1320,0.971162438393,0.54603511095,0.785376667976,"Normal, all: ModT",-0.6
1321,0.971330940723,0.542076170444,0.783784866333,"Normal, all: CyberT",-0.6
1322,0.970438063145,0.545742094517,0.785303533077,"Normal, all: fold_change",-0.6
1323,0.97164785862,0.634760916233,0.73942732811,"Uniform, all: ModT",-0.6
1324,0.970786094666,0.620316505432,0.728127360344,"Uniform, all: CyberT",-0.6
1325,0.971648514271,0.63644695282,0.741535425186,"Uniform, all: fold_change",-0.6
1326,0.972723782063,0.766828179359,0.760140061378,"Normal: ModT",-0.6
1327,0.97213357687,0.758035778999,0.748871386051,"Normal: CyberT",-0.6
1328,0.973599433899,0.777480721474,0.76961928606,"Normal: fold_change",-0.6
1329,0.955275416374,0.546671807766,0.709045886993,"Normal, all: ModT",-0.6
1330,0.951079368591,0.502678930759,0.680426359177,"Normal, all: CyberT",-0.6
1331,0.956450998783,0.554289877415,0.713971376419,"Normal, all: fold_change",-0.6
1332,0.969892799854,0.669478058815,0.73719227314,"Uniform, all: ModT",-0.6
1333,0.968675553799,0.652119517326,0.725018978119,"Uniform, all: CyberT",-0.6
1334,0.970733046532,0.67474424839,0.743200182915,"Uniform, all: fold_change",-0.6
1335,0.970345675945,0.744762718678,0.73632723093,"Normal: ModT",-0.6
1336,0.969722092152,0.733357608318,0.725796997547,"Normal: CyberT",-0.6
1337,0.971556127071,0.755094230175,0.742864847183,"Normal: fold_change",-0.6
1338,0.965668559074,0.56799864769,0.73547077179,"Normal, all: ModT",-0.6
1339,0.966699957848,0.554624974728,0.726350426674,"Normal, all: CyberT",-0.6
1340,0.966877520084,0.578366696835,0.736063420773,"Normal, all: fold_change",-0.6
1341,0.965958058834,0.646260619164,0.732422411442,"Uniform, all: ModT",-0.6
1342,0.965476989746,0.62859493494,0.727394938469,"Uniform, all: CyberT",-0.6
1343,0.96619951725,0.650601863861,0.73387247324,"Uniform, all: fold_change",-0.6
1344,0.968315958977,0.760858714581,0.745611786842,"Normal: ModT",-0.6
1345,0.966967761517,0.745211720467,0.733427345753,"Normal: CyberT",-0.6
1346,0.96865272522,0.764264285564,0.749322891235,"Normal: fold_change",-0.6
1347,0.970394074917,0.503477215767,0.730654537678,"Normal, all: ModT",-0.6
1348,0.969216644764,0.496747851372,0.72681248188,"Normal, all: CyberT",-0.6
1349,0.971130490303,0.522507607937,0.737257063389,"Normal, all: fold_change",-0.6
1350,0.927463889122,0.458498030901,0.571999430656,"Uniform, all: ModT",-0.5
1351,0.924455165863,0.440022587776,0.555151641369,"Uniform, all: CyberT",-0.5
1352,0.927785396576,0.455745130777,0.568999350071,"Uniform, all: fold_change",-0.5
1353,0.928802788258,0.647563934326,0.568387985229,"Normal: ModT",-0.5
1354,0.92735928297,0.63889503479,0.560677289963,"Normal: CyberT",-0.5
1355,0.929760038853,0.653872728348,0.575106799603,"Normal: fold_change",-0.5
1356,0.925418317318,0.411025524139,0.587652623653,"Normal, all: ModT",-0.5
1357,0.923259198666,0.391462594271,0.576124966145,"Normal, all: CyberT",-0.5
1358,0.925789415836,0.416493177414,0.59549933672,"Normal, all: fold_change",-0.5
1359,0.919950246811,0.414345115423,0.533395588398,"Uniform, all: ModT",-0.5
1360,0.918131172657,0.403278648853,0.51841378212,"Uniform, all: CyberT",-0.5
1361,0.920518994331,0.429118335247,0.545738101006,"Uniform, all: fold_change",-0.5
1362,0.93192845583,0.657501637936,0.575310230255,"Normal: ModT",-0.5
1363,0.930499374866,0.643386483192,0.560868859291,"Normal: CyberT",-0.5
1364,0.931919753551,0.661441206932,0.578603684902,"Normal: fold_change",-0.5
1365,0.929734587669,0.411593705416,0.552866995335,"Normal, all: ModT",-0.5
1366,0.928126752377,0.403267681599,0.549801945686,"Normal, all: CyberT",-0.5
1367,0.930876672268,0.412742227316,0.559270739555,"Normal, all: fold_change",-0.5
1368,0.922303318977,0.439286857843,0.554464757442,"Uniform, all: ModT",-0.5
1369,0.922211050987,0.419778376818,0.553889334202,"Uniform, all: CyberT",-0.5
1370,0.922678649426,0.447608232498,0.561365842819,"Uniform, all: fold_change",-0.5
1371,0.923324942589,0.649632394314,0.565819382668,"Normal: ModT",-0.5
1372,0.922461628914,0.642908155918,0.555822730064,"Normal: CyberT",-0.5
1373,0.923844397068,0.657430112362,0.571693301201,"Normal: fold_change",-0.5
1374,0.930818736553,0.35722848773,0.545582592487,"Normal, all: ModT",-0.5
1375,0.929950416088,0.338393062353,0.541316866875,"Normal, all: CyberT",-0.5
1376,0.93174803257,0.364566504955,0.557287871838,"Normal, all: fold_change",-0.5
1377,0.924579739571,0.424809485674,0.544383525848,"Uniform, all: ModT",-0.5
1378,0.924223959446,0.406610488892,0.529793202877,"Uniform, all: CyberT",-0.5
1379,0.92511087656,0.42823690176,0.548261463642,"Uniform, all: fold_change",-0.5
1380,0.925951242447,0.645305097103,0.559703052044,"Normal: ModT",-0.5
1381,0.924177050591,0.634156882763,0.546470940113,"Normal: CyberT",-0.5
1382,0.926352441311,0.651026666164,0.567205667496,"Normal: fold_change",-0.5
1383,0.930156946182,0.32740983367,0.543092548847,"Normal, all: ModT",-0.5
1384,0.927569150925,0.328705668449,0.537877738476,"Normal, all: CyberT",-0.5
1385,0.931104838848,0.334673583508,0.559528410435,"Normal, all: fold_change",-0.5
1386,0.923208415508,0.400854080915,0.529750943184,"Uniform, all: ModT",-0.5
1387,0.922318994999,0.392813980579,0.520166277885,"Uniform, all: CyberT",-0.5
1388,0.92323833704,0.400683015585,0.527814507484,"Uniform, all: fold_change",-0.5
1389,0.92362254858,0.637704908848,0.544187426567,"Normal: ModT",-0.5
1390,0.922545075417,0.628302693367,0.538835763931,"Normal: CyberT",-0.5
