,FC,labels,setting
0,0.3775284444444443,t-test-2,0.1
1,0.3806708888888887,t-test-2,0.1
2,0.3806708888888887,t-test-2,0.1
3,0.3806708888888887,t-test-2,0.1
4,0.3819905555555554,t-test-2,0.1
5,0.3819905555555554,t-test-2,0.1
6,0.38156644444444426,t-test-2,0.1
7,0.38357599999999975,t-test-2,0.1
8,0.387176222222222,t-test-2,0.1
9,0.38412944444444425,t-test-2,0.1
10,0.3878146666666665,t-test-2,0.1
11,0.3901474444444442,t-test-2,0.1
12,0.38770833333333304,t-test-2,0.1
13,0.38831222222222195,t-test-2,0.1
14,0.38811777777777745,t-test-2,0.1
15,0.3871119999999997,t-test-2,0.1
16,0.387056333333333,t-test-2,0.1
17,0.387056333333333,t-test-2,0.1
18,0.3834046666666663,t-test-2,0.1
19,0.38902977777777736,t-test-2,0.1
20,0.38850077777777736,t-test-2,0.1
21,0.38794166666666624,t-test-2,0.1
22,0.386581444444444,t-test-2,0.1
23,0.3853215555555551,t-test-2,0.1
24,0.3873049999999995,t-test-2,0.1
25,0.3833735555555551,t-test-2,0.1
26,0.38418044444444394,t-test-2,0.1
27,0.3858119999999995,t-test-2,0.1
28,0.3838781111111106,t-test-2,0.1
29,0.3845629999999995,t-test-2,0.1
30,0.3848044444444439,t-test-2,0.1
31,0.38598022222222167,t-test-2,0.1
32,0.38934488888888835,t-test-2,0.1
33,0.3899406666666661,t-test-2,0.1
34,0.38765322222222165,t-test-2,0.1
35,0.38765322222222165,t-test-2,0.1
36,0.3850151111111105,t-test-2,0.1
37,0.3850151111111105,t-test-2,0.1
38,0.38777844444444376,t-test-2,0.1
39,0.38788577777777705,t-test-2,0.1
40,0.38794911111111036,t-test-2,0.1
41,0.38771833333333255,t-test-2,0.1
42,0.3883128888888881,t-test-2,0.1
43,0.38747666666666586,t-test-2,0.1
44,0.38809944444444366,t-test-2,0.1
45,0.38751244444444366,t-test-2,0.1
46,0.38751244444444366,t-test-2,0.1
47,0.38525944444444343,t-test-2,0.1
48,0.3867862222222212,t-test-2,0.1
49,0.3867862222222212,t-test-2,0.1
50,0.7329469999999989,t-test-2,0.2
51,0.7414853333333323,t-test-2,0.2
52,0.7604946666666659,t-test-2,0.2
53,0.7673947777777769,t-test-2,0.2
54,0.7698613333333324,t-test-2,0.2
55,0.7694061111111102,t-test-2,0.2
56,0.7694061111111102,t-test-2,0.2
57,0.7683921111111103,t-test-2,0.2
58,0.7690599999999993,t-test-2,0.2
59,0.7699513333333324,t-test-2,0.2
60,0.7727893333333326,t-test-2,0.2
61,0.7759658888888881,t-test-2,0.2
62,0.7704788888888879,t-test-2,0.2
63,0.7709372222222214,t-test-2,0.2
64,0.7709372222222214,t-test-2,0.2
65,0.7723483333333324,t-test-2,0.2
66,0.7697245555555543,t-test-2,0.2
67,0.7734483333333321,t-test-2,0.2
68,0.7744554444444431,t-test-2,0.2
69,0.7738632222222209,t-test-2,0.2
70,0.7759038888888875,t-test-2,0.2
71,0.7759038888888875,t-test-2,0.2
72,0.7759038888888875,t-test-2,0.2
73,0.7786064444444432,t-test-2,0.2
74,0.7787855555555542,t-test-2,0.2
75,0.7787855555555542,t-test-2,0.2
76,0.7740516666666653,t-test-2,0.2
77,0.7723181111111098,t-test-2,0.2
78,0.7721496666666654,t-test-2,0.2
79,0.7709577777777765,t-test-2,0.2
80,0.7718046666666655,t-test-2,0.2
81,0.7699337777777766,t-test-2,0.2
82,0.7700887777777765,t-test-2,0.2
83,0.7717191111111098,t-test-2,0.2
84,0.7735504444444431,t-test-2,0.2
85,0.775575444444443,t-test-2,0.2
86,0.7741138888888875,t-test-2,0.2
87,0.7762588888888875,t-test-2,0.2
88,0.7762588888888875,t-test-2,0.2
89,0.7755593333333319,t-test-2,0.2
90,0.7720172222222205,t-test-2,0.2
91,0.7723675555555537,t-test-2,0.2
92,0.7749751111111091,t-test-2,0.2
93,0.7808055555555534,t-test-2,0.2
94,0.7811543333333312,t-test-2,0.2
95,0.7780296666666645,t-test-2,0.2
96,0.7744979999999978,t-test-2,0.2
97,0.7764138888888867,t-test-2,0.2
98,0.7773942222222202,t-test-2,0.2
99,0.7769513333333313,t-test-2,0.2
100,1.1152156666666646,t-test-2,0.30000000000000004
101,1.1311808888888868,t-test-2,0.30000000000000004
102,1.1383762222222198,t-test-2,0.30000000000000004
103,1.144863777777775,t-test-2,0.30000000000000004
104,1.149777444444441,t-test-2,0.30000000000000004
105,1.149777444444441,t-test-2,0.30000000000000004
106,1.1504611111111078,t-test-2,0.30000000000000004
107,1.1529471111111078,t-test-2,0.30000000000000004
108,1.1545292222222188,t-test-2,0.30000000000000004
109,1.1562092222222184,t-test-2,0.30000000000000004
110,1.1589949999999962,t-test-2,0.30000000000000004
111,1.1559864444444414,t-test-2,0.30000000000000004
112,1.158524888888886,t-test-2,0.30000000000000004
113,1.1593564444444413,t-test-2,0.30000000000000004
114,1.1596718888888857,t-test-2,0.30000000000000004
115,1.158249999999997,t-test-2,0.30000000000000004
116,1.1580076666666637,t-test-2,0.30000000000000004
117,1.1602126666666637,t-test-2,0.30000000000000004
118,1.1599783333333302,t-test-2,0.30000000000000004
119,1.1594056666666637,t-test-2,0.30000000000000004
120,1.1594056666666637,t-test-2,0.30000000000000004
121,1.1594056666666637,t-test-2,0.30000000000000004
122,1.1633471111111078,t-test-2,0.30000000000000004
123,1.1614972222222184,t-test-2,0.30000000000000004
124,1.161672777777774,t-test-2,0.30000000000000004
125,1.1613369999999963,t-test-2,0.30000000000000004
126,1.1611312222222185,t-test-2,0.30000000000000004
127,1.159434666666663,t-test-2,0.30000000000000004
128,1.159434666666663,t-test-2,0.30000000000000004
129,1.159434666666663,t-test-2,0.30000000000000004
130,1.1600164444444407,t-test-2,0.30000000000000004
131,1.1596562222222184,t-test-2,0.30000000000000004
132,1.1589703333333294,t-test-2,0.30000000000000004
133,1.1591297777777738,t-test-2,0.30000000000000004
134,1.1566424444444405,t-test-2,0.30000000000000004
135,1.159531999999996,t-test-2,0.30000000000000004
136,1.1588366666666625,t-test-2,0.30000000000000004
137,1.1569378888888848,t-test-2,0.30000000000000004
138,1.1572506666666624,t-test-2,0.30000000000000004
139,1.1533429999999956,t-test-2,0.30000000000000004
140,1.1514919999999955,t-test-2,0.30000000000000004
141,1.1514919999999955,t-test-2,0.30000000000000004
142,1.15493744444444,t-test-2,0.30000000000000004
143,1.155985333333329,t-test-2,0.30000000000000004
144,1.15575444444444,t-test-2,0.30000000000000004
145,1.157054222222218,t-test-2,0.30000000000000004
146,1.157054222222218,t-test-2,0.30000000000000004
147,1.15764444444444,t-test-2,0.30000000000000004
148,1.15787244444444,t-test-2,0.30000000000000004
149,1.1558218888888843,t-test-2,0.30000000000000004
150,1.5047264444444401,t-test-2,0.4
151,1.5091476666666623,t-test-2,0.4
152,1.5140423333333288,t-test-2,0.4
153,1.5176457777777734,t-test-2,0.4
154,1.5176457777777734,t-test-2,0.4
155,1.5229318888888848,t-test-2,0.4
156,1.523941999999996,t-test-2,0.4
157,1.5281855555555515,t-test-2,0.4
158,1.5345391111111069,t-test-2,0.4
159,1.53824244444444,t-test-2,0.4
160,1.54118044444444,t-test-2,0.4
161,1.54091544444444,t-test-2,0.4
162,1.5408848888888842,t-test-2,0.4
163,1.5408848888888842,t-test-2,0.4
164,1.5420234444444398,t-test-2,0.4
165,1.5442845555555509,t-test-2,0.4
166,1.543124555555551,t-test-2,0.4
167,1.5440505555555513,t-test-2,0.4
168,1.5447017777777734,t-test-2,0.4
169,1.5447017777777734,t-test-2,0.4
170,1.543380333333329,t-test-2,0.4
171,1.5458187777777734,t-test-2,0.4
172,1.5437502222222181,t-test-2,0.4
173,1.5469365555555517,t-test-2,0.4
174,1.5481163333333288,t-test-2,0.4
175,1.5435738888888846,t-test-2,0.4
176,1.5456372222222179,t-test-2,0.4
177,1.5472832222222177,t-test-2,0.4
178,1.5452236666666623,t-test-2,0.4
179,1.5456519999999958,t-test-2,0.4
180,1.5456633333333292,t-test-2,0.4
181,1.5478726666666625,t-test-2,0.4
182,1.5478726666666625,t-test-2,0.4
183,1.5482943333333297,t-test-2,0.4
184,1.5494469999999962,t-test-2,0.4
185,1.5505965555555516,t-test-2,0.4
186,1.5484492222222184,t-test-2,0.4
187,1.5470927777777743,t-test-2,0.4
188,1.548053666666663,t-test-2,0.4
189,1.5492024444444408,t-test-2,0.4
190,1.5483788888888854,t-test-2,0.4
191,1.54786833333333,t-test-2,0.4
192,1.54786833333333,t-test-2,0.4
193,1.5482922222222189,t-test-2,0.4
194,1.5482257777777748,t-test-2,0.4
195,1.5463765555555526,t-test-2,0.4
196,1.5463765555555526,t-test-2,0.4
197,1.5429865555555526,t-test-2,0.4
198,1.541916999999997,t-test-2,0.4
199,1.5403132222222193,t-test-2,0.4
200,1.8870385555555529,t-test-2,0.5
201,1.8950822222222194,t-test-2,0.5
202,1.896627777777775,t-test-2,0.5
203,1.8996306666666636,t-test-2,0.5
204,1.9067731111111075,t-test-2,0.5
205,1.9104189999999963,t-test-2,0.5
206,1.9104189999999963,t-test-2,0.5
207,1.9106392222222186,t-test-2,0.5
208,1.9109869999999964,t-test-2,0.5
209,1.9148346666666631,t-test-2,0.5
210,1.9152908888888853,t-test-2,0.5
211,1.9152908888888853,t-test-2,0.5
212,1.9152908888888853,t-test-2,0.5
213,1.9142068888888852,t-test-2,0.5
214,1.9154662222222187,t-test-2,0.5
215,1.9159979999999965,t-test-2,0.5
216,1.9144931111111076,t-test-2,0.5
217,1.9171069999999966,t-test-2,0.5
218,1.918656555555552,t-test-2,0.5
219,1.9202391111111077,t-test-2,0.5
220,1.919825222222219,t-test-2,0.5
221,1.9173227777777746,t-test-2,0.5
222,1.9173227777777746,t-test-2,0.5
223,1.9169776666666634,t-test-2,0.5
224,1.9191707777777747,t-test-2,0.5
225,1.9182198888888857,t-test-2,0.5
226,1.918725222222219,t-test-2,0.5
227,1.9200723333333303,t-test-2,0.5
228,1.9211899999999968,t-test-2,0.5
229,1.9197537777777747,t-test-2,0.5
230,1.9197537777777747,t-test-2,0.5
231,1.9184015555555527,t-test-2,0.5
232,1.9203357777777748,t-test-2,0.5
233,1.923143999999997,t-test-2,0.5
234,1.92333633333333,t-test-2,0.5
235,1.9232238888888855,t-test-2,0.5
236,1.9273489999999966,t-test-2,0.5
237,1.9255828888888855,t-test-2,0.5
238,1.923768444444441,t-test-2,0.5
239,1.9246522222222189,t-test-2,0.5
240,1.9246522222222189,t-test-2,0.5
241,1.9246522222222189,t-test-2,0.5
242,1.9232108888888853,t-test-2,0.5
243,1.9228394444444408,t-test-2,0.5
244,1.9220848888888853,t-test-2,0.5
245,1.9232298888888852,t-test-2,0.5
246,1.9244309999999962,t-test-2,0.5
247,1.9266428888888854,t-test-2,0.5
248,1.9278292222222186,t-test-2,0.5
249,1.9265088888888855,t-test-2,0.5
250,2.1849435555555514,t-test-2,0.6
251,2.2000277777777737,t-test-2,0.6
252,2.2408956666666624,t-test-2,0.6
253,2.249388555555552,t-test-2,0.6
254,2.2498821111111074,t-test-2,0.6
255,2.2529064444444407,t-test-2,0.6
256,2.262998111111108,t-test-2,0.6
257,2.2752164444444416,t-test-2,0.6
258,2.2876337777777747,t-test-2,0.6
259,2.2921953333333303,t-test-2,0.6
260,2.2926656666666636,t-test-2,0.6
261,2.2974821111111083,t-test-2,0.6
262,2.300245111111108,t-test-2,0.6
263,2.301793888888886,t-test-2,0.6
264,2.301614777777775,t-test-2,0.6
265,2.3010833333333305,t-test-2,0.6
266,2.3010833333333305,t-test-2,0.6
267,2.3014245555555526,t-test-2,0.6
268,2.304952999999997,t-test-2,0.6
269,2.3058845555555525,t-test-2,0.6
270,2.3131607777777745,t-test-2,0.6
271,2.3131607777777745,t-test-2,0.6
272,2.3131607777777745,t-test-2,0.6
273,2.3143001111111077,t-test-2,0.6
274,2.313237222222219,t-test-2,0.6
275,2.313237222222219,t-test-2,0.6
276,2.3153801111111076,t-test-2,0.6
277,2.316373777777774,t-test-2,0.6
278,2.316603222222219,t-test-2,0.6
279,2.3146825555555526,t-test-2,0.6
280,2.3187667777777747,t-test-2,0.6
281,2.3187667777777747,t-test-2,0.6
282,2.3199108888888857,t-test-2,0.6
283,2.320889222222219,t-test-2,0.6
284,2.3170767777777734,t-test-2,0.6
285,2.3170429999999955,t-test-2,0.6
286,2.317449555555551,t-test-2,0.6
287,2.32224044444444,t-test-2,0.6
288,2.325776666666662,t-test-2,0.6
289,2.3252474444444404,t-test-2,0.6
290,2.3249513333333294,t-test-2,0.6
291,2.324669555555552,t-test-2,0.6
292,2.3243432222222182,t-test-2,0.6
293,2.323978999999996,t-test-2,0.6
294,2.3246434444444404,t-test-2,0.6
295,2.3239217777777736,t-test-2,0.6
296,2.323136777777774,t-test-2,0.6
297,2.323388999999996,t-test-2,0.6
298,2.3223584444444407,t-test-2,0.6
299,2.3223584444444407,t-test-2,0.6
300,2.5753138888888834,t-test-2,0.7000000000000001
301,2.5911974444444383,t-test-2,0.7000000000000001
302,2.593966444444438,t-test-2,0.7000000000000001
303,2.6084347777777714,t-test-2,0.7000000000000001
304,2.6406956666666606,t-test-2,0.7000000000000001
305,2.650240333333327,t-test-2,0.7000000000000001
306,2.653094444444438,t-test-2,0.7000000000000001
307,2.6568772222222163,t-test-2,0.7000000000000001
308,2.6568772222222163,t-test-2,0.7000000000000001
309,2.665037222222216,t-test-2,0.7000000000000001
310,2.664469444444438,t-test-2,0.7000000000000001
311,2.674095555555549,t-test-2,0.7000000000000001
312,2.6795424444444373,t-test-2,0.7000000000000001
313,2.6795424444444373,t-test-2,0.7000000000000001
314,2.6838312222222154,t-test-2,0.7000000000000001
315,2.6864658888888826,t-test-2,0.7000000000000001
